cpf,hora,data,produto,preço,quantidade,pdv,operadora,operação,total
689.231.745-64,08:52,12/07/2023,Escova dental,15.5,5,13,Maria Cecília,pix,77.5
564.823.109-15,12:36,11/07/2023,Farinha,2.7,9,21,Ana,pix,24.3
096.785.421-02,11:33,07/07/2023,Ovos,18.2,9,21,Maria Luiza,cartão_debito,163.8
845.607.391-10,09:56,16/07/2023,Alcatra,45.7,10,15,Maria Cecília,cartão_debito,457.0
436.891.750-20,09:06,10/07/2023,Tomate,8.2,1,15,Maria Julia,cartão_debito,8.2
047.853.961-48,13:09,03/07/2023,Açúcar,25.5,1,3,Caroline,cartão_debito,25.5
645.312.987-64,22:02,03/07/2023,Farinha,2.7,4,13,Natália,cartão_credito,10.8
805.473.962-10,14:59,01/07/2023,Sabonete,3.5,10,14,Brenda,cartão_credito,35.0
785.146.023-90,10:17,19/07/2023,Vinho,17.7,7,7,Maria Julia,cartão_debito,123.9
564.823.109-15,12:34,24/07/2023,Cenoura,7.1,9,17,Caroline,dinheiro,63.9
123.407.685-35,18:01,30/07/2023,Detergente liquido,2.5,5,12,Maria Julia,pix,12.5
483.657.209-65,08:28,15/07/2023,Cafe,9.5,4,7,Brenda,dinheiro,38.0
805.614.923-60,18:59,24/07/2023,Refrigerante lata,4.7,8,6,Ana,cartão_credito,37.6
012.875.936-40,17:06,19/07/2023,Cerveja,7.5,9,14,Natália,dinheiro,67.5
901.648.527-94,13:44,02/07/2023,Farinha,2.7,10,2,Milena,cartão_credito,27.0
624.705.981-76,10:52,15/07/2023,Alcatra,45.7,1,7,Maria Luiza,cartão_debito,45.7
846.732.951-37,19:12,12/07/2023,Sal,2.3,9,4,Isadora,cartão_debito,20.7
845.607.391-10,15:01,03/07/2023,Gelatina,2.4,1,15,Caroline,pix,2.4
863.125.974-82,22:43,11/07/2023,Ovos,18.2,7,3,Caroline,pix,127.4
840.617.235-53,09:43,11/07/2023,Cafe,9.5,10,10,Maria Julia,pix,95.0
798.213.065-86,14:54,16/07/2023,Cerveja,7.5,8,4,Maria Cecília,cartão_credito,60.0
984.013.257-14,09:51,08/07/2023,Alcatra,45.7,8,18,Maria Julia,dinheiro,365.6
041.639.752-25,13:00,24/07/2023,Cenoura,7.1,4,17,Isadora,dinheiro,28.4
921.543.870-04,12:43,28/07/2023,Farinha,2.7,3,5,Maria Julia,pix,8.1
719.628.034-22,09:09,11/07/2023,Escova dental,15.5,7,21,Caroline,pix,108.5
546.078.231-71,14:05,17/07/2023,Morango,7.5,6,14,Natália,dinheiro,45.0
064.379.815-39,15:54,19/07/2023,Picanha,50.4,4,6,Isadora,pix,201.6
269.731.504-70,20:05,29/07/2023,Arroz,21.7,3,14,Maria Julia,cartão_credito,65.1
130.294.586-60,12:02,25/07/2023,Óleo de cozinha,8.9,9,13,Maria Cecília,cartão_credito,80.1
198.250.437-41,08:28,11/07/2023,Açúcar,25.5,5,6,Maria Cecília,dinheiro,127.5
531.480.729-79,20:21,17/07/2023,Refrigerante lata,4.7,5,16,Stephany,cartão_debito,23.5
012.875.936-40,16:01,17/07/2023,Escova dental,15.5,3,9,Maria Luiza,cartão_debito,46.5
109.783.654-10,09:27,17/07/2023,Óleo de cozinha,8.9,4,5,Ana,dinheiro,35.6
069.738.451-93,11:38,08/07/2023,Cerveja,7.5,5,15,Maria Luiza,cartão_credito,37.5
675.430.128-71,14:07,07/07/2023,Sal,2.3,2,17,Natália,pix,4.6
785.146.023-90,18:11,10/07/2023,Linguiça frango,9.7,4,16,Stephany,dinheiro,38.8
215.873.490-60,17:16,26/07/2023,Picanha,50.4,9,13,Caroline,cartão_credito,453.6
295.073.846-00,22:13,07/07/2023,Alcatra,45.7,10,17,Stephany,dinheiro,457.0
890.234.517-32,20:09,09/07/2023,Alcatra,45.7,5,11,Caroline,dinheiro,228.5
096.785.421-02,20:14,06/07/2023,Feijão,15.5,6,5,Isadora,dinheiro,93.0
982.546.103-98,22:07,16/07/2023,Farinha,2.7,5,8,Maria Cecília,pix,13.5
702.431.958-50,14:05,18/07/2023,Cafe,9.5,10,7,Maria Cecília,dinheiro,95.0
593.641.287-37,14:22,30/07/2023,Arroz,21.7,6,13,Maria Luiza,dinheiro,130.2
301.698.547-01,13:20,01/07/2023,Tomate,8.2,1,14,Isadora,dinheiro,8.2
254.193.867-55,12:17,06/07/2023,Alcatra,45.7,1,9,Maria Luiza,dinheiro,45.7
652.378.904-74,17:44,14/07/2023,Arroz,21.7,4,15,Maria Julia,dinheiro,86.8
301.698.547-01,17:04,05/07/2023,Arroz,21.7,5,17,Caroline,cartão_credito,108.5
329.801.564-42,21:28,24/07/2023,Ovos,18.2,10,18,Natália,pix,182.0
768.023.591-03,18:15,01/07/2023,Vinho,17.7,4,18,Natália,cartão_debito,70.8
329.801.564-42,20:15,24/07/2023,Cafe,9.5,9,21,Milena,dinheiro,85.5
483.657.209-65,18:41,24/07/2023,Sal,2.3,9,14,Ana,pix,20.7
012.875.936-40,13:47,29/07/2023,File de frango,19.2,8,8,Natália,cartão_debito,153.6
984.013.257-14,12:57,24/07/2023,File de frango,19.2,2,4,Maria Luiza,cartão_debito,38.4
985.364.701-00,11:31,25/07/2023,Açúcar,25.5,1,18,Isadora,cartão_credito,25.5
629.475.813-00,19:33,23/07/2023,Morango,7.5,9,12,Milena,dinheiro,67.5
123.407.685-35,16:50,04/07/2023,Açúcar,25.5,8,11,Isadora,pix,204.0
096.785.421-02,11:46,10/07/2023,Alcatra,45.7,10,20,Natália,cartão_debito,457.0
715.408.269-02,15:54,01/07/2023,Detergente liquido,2.5,4,10,Ana,pix,10.0
301.698.547-01,08:12,12/07/2023,Sabonete,3.5,4,21,Maria Cecília,dinheiro,14.0
853.164.790-84,20:07,25/07/2023,Esponja de aço,5.5,8,9,Maria Luiza,cartão_debito,44.0
803.615.947-39,20:03,17/07/2023,Farinha,2.7,6,8,Isadora,cartão_credito,16.2
301.698.547-01,12:54,02/07/2023,Ovos,18.2,6,20,Maria Cecília,cartão_credito,109.2
269.731.504-70,19:16,08/07/2023,Picanha,50.4,4,15,Maria Luiza,dinheiro,201.6
802.613.579-21,09:46,10/07/2023,Alcatra,45.7,6,7,Natália,cartão_credito,274.2
426.301.598-33,15:22,25/07/2023,Vinho,17.7,5,10,Ana,cartão_credito,88.5
123.407.685-35,17:49,12/07/2023,Morango,7.5,5,18,Ana,cartão_credito,37.5
702.431.958-50,18:29,05/07/2023,Sal,2.3,4,4,Maria Julia,pix,9.2
436.891.750-20,18:20,22/07/2023,Óleo de cozinha,8.9,6,17,Brenda,cartão_credito,53.4
483.261.759-19,15:53,17/07/2023,Sal,2.3,3,21,Maria Luiza,cartão_debito,6.9
012.875.936-40,11:13,12/07/2023,Cenoura,7.1,3,13,Ana,pix,21.3
269.731.504-70,12:29,04/07/2023,Escova dental,15.5,6,14,Isadora,cartão_debito,93.0
863.125.974-82,15:13,20/07/2023,Cenoura,7.1,6,4,Maria Luiza,cartão_debito,42.6
254.193.867-55,20:05,29/07/2023,Sabonete,3.5,2,20,Isadora,cartão_debito,7.0
853.164.790-84,12:57,07/07/2023,Cenoura,7.1,6,14,Maria Luiza,dinheiro,42.6
857.132.409-32,14:41,26/07/2023,Cerveja,7.5,3,2,Maria Julia,dinheiro,22.5
752.631.049-52,12:32,17/07/2023,Cerveja,7.5,7,6,Maria Julia,cartão_credito,52.5
157.296.043-43,09:41,25/07/2023,File de frango,19.2,4,18,Brenda,cartão_debito,76.8
803.615.947-39,14:02,24/07/2023,Feijão,15.5,8,12,Maria Luiza,cartão_debito,124.0
207.651.839-86,13:18,05/07/2023,Vinho,17.7,4,15,Maria Cecília,dinheiro,70.8
723.510.694-80,10:51,25/07/2023,Sabonete,3.5,2,17,Isadora,dinheiro,7.0
215.873.490-60,21:01,20/07/2023,Escova dental,15.5,6,18,Natália,cartão_credito,93.0
629.475.813-00,17:39,07/07/2023,Morango,7.5,4,14,Natália,cartão_debito,30.0
426.301.598-33,13:52,26/07/2023,Alcatra,45.7,3,11,Isadora,dinheiro,137.1
102.358.947-88,10:07,06/07/2023,Farinha,2.7,2,19,Natália,cartão_credito,5.4
860.357.192-95,16:40,20/07/2023,File de frango,19.2,1,3,Brenda,pix,19.2
102.358.947-88,17:27,13/07/2023,Cenoura,7.1,7,5,Brenda,cartão_credito,49.7
096.785.421-02,17:30,23/07/2023,Cenoura,7.1,10,7,Maria Luiza,dinheiro,71.0
269.731.504-70,16:29,21/07/2023,Morango,7.5,4,12,Maria Luiza,cartão_debito,30.0
483.657.209-65,11:12,21/07/2023,Tomate,8.2,7,2,Caroline,pix,57.4
593.641.287-37,11:05,01/07/2023,Sabonete,3.5,6,6,Caroline,cartão_credito,21.0
689.231.745-64,19:06,17/07/2023,Picanha,50.4,8,9,Maria Julia,cartão_credito,403.2
752.631.049-52,14:22,06/07/2023,Arroz,21.7,7,8,Maria Luiza,dinheiro,151.9
864.279.053-92,13:51,10/07/2023,Alcatra,45.7,1,9,Milena,cartão_credito,45.7
012.875.936-40,16:49,20/07/2023,Esponja de aço,5.5,6,10,Milena,cartão_debito,33.0
857.132.409-32,14:28,20/07/2023,Alcatra,45.7,2,16,Isadora,cartão_credito,91.4
624.705.981-76,12:55,08/07/2023,Refrigerante lata,4.7,1,12,Caroline,pix,4.7
418.907.352-05,20:15,03/07/2023,Açúcar,25.5,5,5,Maria Cecília,cartão_debito,127.5
738.596.420-65,22:13,06/07/2023,Ovos,18.2,8,10,Natália,cartão_debito,145.6
846.732.951-37,18:08,05/07/2023,Tomate,8.2,7,15,Maria Julia,cartão_debito,57.4
732.650.914-06,11:35,18/07/2023,Linguiça frango,9.7,2,21,Maria Luiza,pix,19.4
069.738.451-93,19:58,25/07/2023,Sabonete,3.5,6,7,Ana,cartão_credito,21.0
519.734.206-43,12:50,04/07/2023,Alcatra,45.7,9,20,Natália,cartão_credito,411.3
329.801.564-42,16:46,03/07/2023,Detergente liquido,2.5,4,17,Natália,dinheiro,10.0
985.364.701-00,12:38,23/07/2023,Gelatina,2.4,9,14,Stephany,pix,21.6
802.613.579-21,13:57,23/07/2023,Tomate,8.2,4,8,Maria Luiza,cartão_debito,32.8
802.613.579-21,20:26,01/07/2023,Picanha,50.4,2,9,Stephany,dinheiro,100.8
723.510.694-80,17:53,15/07/2023,Açúcar,25.5,10,15,Ana,cartão_credito,255.0
823.570.469-29,11:08,10/07/2023,Tomate,8.2,2,7,Ana,cartão_credito,16.4
269.731.504-70,22:55,14/07/2023,Sabonete,3.5,6,6,Natália,pix,21.0
758.210.493-50,18:10,12/07/2023,Gelatina,2.4,10,8,Maria Julia,pix,24.0
198.250.437-41,10:30,12/07/2023,Refrigerante lata,4.7,10,4,Maria Cecília,cartão_credito,47.0
860.357.192-95,19:24,22/07/2023,File de frango,19.2,5,1,Maria Julia,dinheiro,96.0
853.164.790-84,19:58,29/07/2023,Cerveja,7.5,10,17,Maria Luiza,pix,75.0
803.615.947-39,21:07,07/07/2023,Linguiça frango,9.7,4,2,Natália,pix,38.8
802.613.579-21,19:24,11/07/2023,Ovos,18.2,8,2,Maria Luiza,cartão_debito,145.6
462.179.385-37,12:49,08/07/2023,Escova dental,15.5,6,15,Stephany,cartão_debito,93.0
827.963.014-78,14:49,25/07/2023,Vinho,17.7,5,12,Milena,pix,88.5
154.293.076-61,11:59,24/07/2023,Refrigerante lata,4.7,9,6,Caroline,pix,42.3
738.596.420-65,12:56,24/07/2023,Feijão,15.5,8,10,Maria Luiza,pix,124.0
436.891.750-20,19:25,30/07/2023,Detergente liquido,2.5,2,16,Milena,dinheiro,5.0
426.301.598-33,16:06,28/07/2023,Farinha,2.7,7,18,Caroline,dinheiro,18.9
064.379.815-39,11:25,21/07/2023,Picanha,50.4,10,6,Stephany,pix,504.0
198.250.437-41,08:57,09/07/2023,Cerveja,7.5,3,17,Natália,dinheiro,22.5
529.834.061-05,14:35,29/07/2023,Ovos,18.2,5,4,Stephany,cartão_credito,91.0
462.179.385-37,18:52,30/07/2023,Arroz,21.7,10,18,Caroline,dinheiro,217.0
937.615.420-70,16:31,16/07/2023,Detergente liquido,2.5,6,5,Brenda,cartão_debito,15.0
360.478.219-87,22:10,21/07/2023,Farinha,2.7,4,1,Milena,cartão_debito,10.8
791.230.458-41,13:59,17/07/2023,Cenoura,7.1,8,21,Brenda,cartão_credito,56.8
069.738.451-93,17:46,10/07/2023,Cenoura,7.1,5,10,Natália,cartão_credito,35.5
695.281.740-94,15:40,21/07/2023,Tomate,8.2,6,12,Natália,cartão_credito,49.2
064.379.815-39,13:49,08/07/2023,Óleo de cozinha,8.9,3,5,Maria Luiza,cartão_debito,26.7
845.607.391-10,09:18,23/07/2023,Picanha,50.4,1,5,Maria Cecília,cartão_debito,50.4
695.281.740-94,17:50,30/07/2023,Linguiça frango,9.7,9,12,Natália,cartão_debito,87.3
629.475.813-00,08:34,02/07/2023,Sal,2.3,6,21,Brenda,pix,13.8
301.698.547-01,16:46,30/07/2023,Arroz,21.7,6,15,Brenda,cartão_credito,130.2
984.013.257-14,08:04,01/07/2023,Refrigerante lata,4.7,6,7,Brenda,dinheiro,28.2
863.125.974-82,22:15,03/07/2023,Cafe,9.5,9,2,Natália,dinheiro,85.5
034.278.591-50,09:24,24/07/2023,Morango,7.5,2,4,Ana,cartão_debito,15.0
723.510.694-80,11:35,22/07/2023,Ovos,18.2,7,9,Brenda,pix,127.4
984.013.257-14,17:52,22/07/2023,Morango,7.5,6,6,Maria Luiza,dinheiro,45.0
483.657.209-65,16:31,30/07/2023,Picanha,50.4,5,21,Maria Luiza,cartão_debito,252.0
732.650.914-06,22:44,13/07/2023,Cerveja,7.5,9,19,Ana,cartão_credito,67.5
329.801.564-42,19:02,01/07/2023,Vinho,17.7,1,4,Ana,cartão_credito,17.7
629.475.813-00,16:47,08/07/2023,Gelatina,2.4,4,12,Maria Luiza,dinheiro,9.6
857.132.409-32,14:47,28/07/2023,Cerveja,7.5,6,16,Maria Julia,cartão_debito,45.0
215.873.490-60,15:43,14/07/2023,Gelatina,2.4,9,6,Ana,pix,21.6
301.698.547-01,11:41,30/07/2023,Detergente liquido,2.5,1,6,Milena,pix,2.5
109.783.654-10,22:42,24/07/2023,Arroz,21.7,7,9,Milena,cartão_debito,151.9
426.301.598-33,17:43,01/07/2023,Arroz,21.7,4,1,Maria Cecília,pix,86.8
845.607.391-10,09:30,25/07/2023,Esponja de aço,5.5,10,21,Maria Cecília,pix,55.0
036.821.497-40,17:15,19/07/2023,Óleo de cozinha,8.9,6,8,Maria Julia,dinheiro,53.4
860.357.192-95,19:35,10/07/2023,Morango,7.5,9,13,Milena,cartão_debito,67.5
048.196.375-84,20:25,25/07/2023,Feijão,15.5,10,15,Maria Luiza,cartão_debito,155.0
036.821.497-40,09:42,14/07/2023,Açúcar,25.5,10,5,Natália,dinheiro,255.0
531.480.729-79,14:20,20/07/2023,Alcatra,45.7,6,10,Brenda,dinheiro,274.2
521.364.079-61,08:34,24/07/2023,Alcatra,45.7,5,18,Stephany,dinheiro,228.5
064.379.815-39,12:51,26/07/2023,Sal,2.3,10,19,Maria Julia,cartão_credito,23.0
418.907.352-05,13:56,25/07/2023,Ovos,18.2,8,11,Stephany,cartão_credito,145.6
984.013.257-14,21:32,12/07/2023,Detergente liquido,2.5,1,13,Ana,cartão_credito,2.5
593.641.287-37,18:47,12/07/2023,Refrigerante lata,4.7,10,8,Maria Cecília,cartão_credito,47.0
604.938.712-50,20:26,07/07/2023,Feijão,15.5,6,13,Maria Julia,cartão_credito,93.0
529.834.061-05,11:48,03/07/2023,Detergente liquido,2.5,9,19,Maria Cecília,cartão_debito,22.5
198.250.437-41,11:45,07/07/2023,Farinha,2.7,3,12,Ana,pix,8.1
426.301.598-33,19:03,14/07/2023,Óleo de cozinha,8.9,7,8,Maria Cecília,cartão_debito,62.3
803.615.947-39,13:10,01/07/2023,Gelatina,2.4,3,5,Isadora,pix,7.2
261.850.473-90,08:07,24/07/2023,Refrigerante lata,4.7,1,1,Caroline,dinheiro,4.7
483.657.209-65,12:31,19/07/2023,Picanha,50.4,6,7,Brenda,dinheiro,302.4
853.164.790-84,17:06,06/07/2023,Sabonete,3.5,7,11,Stephany,dinheiro,24.5
102.358.947-88,15:26,04/07/2023,Esponja de aço,5.5,6,15,Milena,dinheiro,33.0
798.213.065-86,18:58,15/07/2023,Sabonete,3.5,6,15,Brenda,pix,21.0
569.403.271-34,19:09,15/07/2023,Ovos,18.2,5,1,Maria Luiza,cartão_credito,91.0
629.475.813-00,09:43,06/07/2023,Ovos,18.2,7,15,Stephany,pix,127.4
863.125.974-82,13:24,19/07/2023,Gelatina,2.4,9,5,Maria Luiza,pix,21.6
985.364.701-00,22:37,10/07/2023,Sal,2.3,2,15,Brenda,pix,4.6
215.873.490-60,20:43,02/07/2023,Escova dental,15.5,10,17,Natália,cartão_debito,155.0
980.267.513-02,22:47,04/07/2023,Escova dental,15.5,2,19,Caroline,cartão_debito,31.0
645.312.987-64,19:17,22/07/2023,Sabonete,3.5,5,19,Brenda,dinheiro,17.5
198.250.437-41,17:20,09/07/2023,Cenoura,7.1,2,5,Maria Luiza,cartão_debito,14.2
719.628.034-22,10:58,11/07/2023,Sabonete,3.5,4,2,Milena,pix,14.0
768.023.591-03,22:03,06/07/2023,File de frango,19.2,10,5,Natália,dinheiro,192.0
840.617.235-53,17:26,29/07/2023,Alcatra,45.7,4,4,Isadora,pix,182.8
295.073.846-00,15:45,19/07/2023,Óleo de cozinha,8.9,5,21,Maria Luiza,pix,44.5
910.853.267-21,16:41,29/07/2023,Morango,7.5,4,21,Maria Cecília,cartão_debito,30.0
984.013.257-14,10:21,07/07/2023,Linguiça frango,9.7,4,16,Milena,cartão_debito,38.8
215.873.490-60,09:39,19/07/2023,Sal,2.3,8,3,Caroline,cartão_debito,18.4
624.705.981-76,13:14,14/07/2023,Picanha,50.4,2,11,Natália,pix,100.8
157.296.043-43,22:34,23/07/2023,Feijão,15.5,9,15,Maria Luiza,cartão_credito,139.5
906.172.385-02,20:03,17/07/2023,Alcatra,45.7,10,6,Maria Luiza,dinheiro,457.0
675.430.128-71,09:04,02/07/2023,Açúcar,25.5,8,7,Maria Luiza,dinheiro,204.0
073.241.958-14,12:39,06/07/2023,Picanha,50.4,7,16,Maria Cecília,dinheiro,352.8
901.765.842-85,19:17,10/07/2023,Cerveja,7.5,10,3,Ana,dinheiro,75.0
462.179.385-37,08:24,03/07/2023,Cerveja,7.5,3,5,Maria Cecília,cartão_credito,22.5
823.570.469-29,18:54,09/07/2023,Sabonete,3.5,5,15,Natália,pix,17.5
521.364.079-61,21:08,23/07/2023,Morango,7.5,4,17,Maria Luiza,cartão_credito,30.0
604.938.712-50,14:16,16/07/2023,Feijão,15.5,4,2,Stephany,cartão_debito,62.0
860.357.192-95,10:58,17/07/2023,Farinha,2.7,3,8,Isadora,pix,8.1
096.785.421-02,13:16,15/07/2023,Gelatina,2.4,7,13,Natália,pix,16.8
805.614.923-60,15:34,16/07/2023,Sal,2.3,3,13,Stephany,cartão_credito,6.9
784.956.031-01,21:27,22/07/2023,Arroz,21.7,6,4,Isadora,cartão_credito,130.2
468.307.129-04,13:11,02/07/2023,Cerveja,7.5,9,3,Maria Julia,dinheiro,67.5
130.294.586-60,14:53,10/07/2023,Vinho,17.7,8,20,Maria Julia,cartão_debito,141.6
785.146.023-90,16:16,25/07/2023,Açúcar,25.5,4,16,Isadora,cartão_credito,102.0
645.312.987-64,22:58,21/07/2023,Morango,7.5,4,6,Stephany,cartão_debito,30.0
418.907.352-05,14:25,28/07/2023,Feijão,15.5,8,14,Maria Luiza,cartão_credito,124.0
980.267.513-02,10:06,16/07/2023,Alcatra,45.7,4,1,Brenda,dinheiro,182.8
207.651.839-86,15:12,30/07/2023,Cenoura,7.1,10,21,Isadora,dinheiro,71.0
864.279.053-92,20:33,07/07/2023,Linguiça frango,9.7,7,9,Isadora,cartão_debito,67.9
802.613.579-21,16:45,13/07/2023,Arroz,21.7,2,11,Maria Cecília,cartão_credito,43.4
624.705.981-76,08:16,01/07/2023,Ovos,18.2,7,7,Ana,pix,127.4
702.431.958-50,12:44,22/07/2023,Sal,2.3,8,18,Brenda,cartão_debito,18.4
645.312.987-64,13:53,05/07/2023,Ovos,18.2,8,10,Maria Luiza,cartão_credito,145.6
418.907.352-05,19:22,03/07/2023,Detergente liquido,2.5,9,3,Maria Julia,pix,22.5
802.613.579-21,22:12,27/07/2023,Refrigerante lata,4.7,7,2,Natália,cartão_credito,32.9
295.073.846-00,22:50,27/07/2023,Cerveja,7.5,1,7,Maria Julia,cartão_credito,7.5
624.705.981-76,10:51,29/07/2023,Morango,7.5,4,3,Milena,dinheiro,30.0
857.132.409-32,09:40,25/07/2023,Sal,2.3,3,8,Brenda,cartão_debito,6.9
910.853.267-21,21:25,21/07/2023,Linguiça frango,9.7,8,15,Ana,pix,77.6
207.651.839-86,19:15,12/07/2023,Tomate,8.2,7,5,Brenda,dinheiro,57.4
937.615.420-70,13:36,05/07/2023,Açúcar,25.5,4,5,Isadora,pix,102.0
827.963.014-78,09:58,19/07/2023,Alcatra,45.7,2,8,Milena,cartão_debito,91.4
768.023.591-03,19:51,08/07/2023,Sabonete,3.5,8,6,Maria Cecília,cartão_debito,28.0
123.407.685-35,20:56,21/07/2023,Linguiça frango,9.7,9,9,Caroline,cartão_credito,87.3
845.607.391-10,11:58,08/07/2023,Picanha,50.4,3,12,Maria Luiza,pix,151.2
853.164.790-84,14:18,14/07/2023,Farinha,2.7,1,7,Maria Cecília,cartão_debito,2.7
901.648.527-94,17:47,25/07/2023,Detergente liquido,2.5,3,8,Maria Luiza,cartão_credito,7.5
652.378.904-74,17:59,06/07/2023,Sal,2.3,4,10,Natália,cartão_debito,9.2
426.301.598-33,10:18,29/07/2023,Farinha,2.7,5,7,Maria Luiza,pix,13.5
096.785.421-02,20:05,02/07/2023,Óleo de cozinha,8.9,9,4,Caroline,cartão_debito,80.1
569.403.271-34,12:19,19/07/2023,Morango,7.5,3,16,Ana,pix,22.5
857.132.409-32,22:59,19/07/2023,Sal,2.3,8,17,Natália,pix,18.4
845.607.391-10,11:25,18/07/2023,Ovos,18.2,10,16,Natália,cartão_debito,182.0
823.570.469-29,09:02,29/07/2023,Ovos,18.2,4,14,Caroline,cartão_debito,72.8
529.834.061-05,13:51,23/07/2023,Açúcar,25.5,5,14,Maria Julia,cartão_debito,127.5
791.230.458-41,12:34,15/07/2023,Óleo de cozinha,8.9,10,11,Maria Luiza,cartão_debito,89.0
840.617.235-53,19:48,20/07/2023,Sabonete,3.5,6,12,Maria Cecília,pix,21.0
123.407.685-35,21:48,25/07/2023,Detergente liquido,2.5,4,3,Natália,pix,10.0
064.379.815-39,13:25,04/07/2023,Vinho,17.7,9,18,Natália,cartão_debito,159.3
943.102.856-51,11:01,25/07/2023,Sabonete,3.5,4,16,Brenda,dinheiro,14.0
102.358.947-88,20:59,06/07/2023,Detergente liquido,2.5,6,1,Natália,dinheiro,15.0
519.734.206-43,20:35,16/07/2023,Alcatra,45.7,3,17,Maria Julia,dinheiro,137.1
254.193.867-55,18:57,05/07/2023,Refrigerante lata,4.7,7,12,Milena,pix,32.9
845.607.391-10,20:39,13/07/2023,Sabonete,3.5,3,6,Stephany,dinheiro,10.5
732.650.914-06,21:12,04/07/2023,Morango,7.5,5,4,Brenda,dinheiro,37.5
810.295.463-98,12:28,06/07/2023,Açúcar,25.5,3,18,Stephany,cartão_debito,76.5
369.841.052-42,18:01,18/07/2023,Cenoura,7.1,4,20,Brenda,pix,28.4
036.821.497-40,10:05,23/07/2023,Cafe,9.5,8,15,Stephany,pix,76.0
805.473.962-10,09:36,07/07/2023,Morango,7.5,1,5,Maria Luiza,cartão_debito,7.5
890.234.517-32,21:44,03/07/2023,Cafe,9.5,2,20,Ana,dinheiro,19.0
901.648.527-94,22:17,16/07/2023,Cerveja,7.5,4,5,Stephany,cartão_credito,30.0
689.231.745-64,20:55,05/07/2023,Farinha,2.7,5,12,Brenda,cartão_debito,13.5
207.651.839-86,10:22,10/07/2023,Ovos,18.2,1,17,Caroline,pix,18.2
462.179.385-37,19:45,07/07/2023,Cafe,9.5,10,10,Maria Luiza,cartão_debito,95.0
263.179.804-03,22:33,27/07/2023,File de frango,19.2,5,13,Stephany,dinheiro,96.0
564.823.109-15,16:34,19/07/2023,Cerveja,7.5,3,5,Maria Luiza,cartão_credito,22.5
791.230.458-41,09:43,27/07/2023,Feijão,15.5,4,19,Stephany,cartão_credito,62.0
845.607.391-10,12:35,26/07/2023,Vinho,17.7,9,6,Maria Luiza,pix,159.3
857.132.409-32,08:01,23/07/2023,Cenoura,7.1,3,20,Natália,cartão_credito,21.3
985.364.701-00,18:10,06/07/2023,Vinho,17.7,1,13,Maria Julia,pix,17.7
384.071.659-48,15:07,07/07/2023,Detergente liquido,2.5,3,18,Isadora,cartão_debito,7.5
207.651.839-86,16:16,16/07/2023,Gelatina,2.4,5,14,Stephany,pix,12.0
261.850.473-90,12:39,03/07/2023,Açúcar,25.5,5,19,Maria Cecília,dinheiro,127.5
436.891.750-20,08:38,22/07/2023,Sal,2.3,5,17,Natália,cartão_credito,11.5
529.834.061-05,19:45,17/07/2023,Cerveja,7.5,8,17,Maria Julia,dinheiro,60.0
715.408.269-02,15:31,26/07/2023,Linguiça frango,9.7,4,3,Natália,dinheiro,38.8
719.628.034-22,09:20,30/07/2023,Óleo de cozinha,8.9,6,7,Caroline,pix,53.4
546.078.231-71,19:35,17/07/2023,Sal,2.3,2,13,Caroline,cartão_debito,4.6
569.403.271-34,13:43,22/07/2023,Morango,7.5,6,20,Brenda,pix,45.0
984.013.257-14,12:27,15/07/2023,Detergente liquido,2.5,1,8,Ana,dinheiro,2.5
123.407.685-35,20:36,05/07/2023,Sabonete,3.5,5,15,Isadora,cartão_debito,17.5
860.357.192-95,11:02,02/07/2023,Açúcar,25.5,5,1,Maria Luiza,cartão_debito,127.5
036.821.497-40,19:43,06/07/2023,Escova dental,15.5,3,7,Maria Julia,cartão_credito,46.5
864.279.053-92,15:07,03/07/2023,Refrigerante lata,4.7,9,1,Natália,pix,42.3
863.125.974-82,09:19,11/07/2023,Cenoura,7.1,8,5,Caroline,dinheiro,56.8
047.853.961-48,10:10,22/07/2023,Cafe,9.5,7,11,Brenda,cartão_debito,66.5
360.478.219-87,21:58,07/07/2023,Ovos,18.2,10,9,Brenda,cartão_debito,182.0
624.705.981-76,11:26,11/07/2023,Morango,7.5,4,20,Natália,cartão_debito,30.0
890.234.517-32,11:53,03/07/2023,Linguiça frango,9.7,7,10,Natália,cartão_credito,67.9
624.705.981-76,11:10,17/07/2023,Óleo de cozinha,8.9,5,20,Natália,cartão_debito,44.5
157.296.043-43,13:58,25/07/2023,Feijão,15.5,10,10,Brenda,dinheiro,155.0
593.641.287-37,20:08,12/07/2023,Detergente liquido,2.5,1,21,Milena,pix,2.5
982.546.103-98,12:08,28/07/2023,Óleo de cozinha,8.9,10,16,Brenda,cartão_debito,89.0
805.614.923-60,17:59,23/07/2023,Alcatra,45.7,2,19,Natália,pix,91.4
301.698.547-01,22:56,18/07/2023,Farinha,2.7,6,17,Caroline,cartão_debito,16.2
483.657.209-65,11:49,08/07/2023,Detergente liquido,2.5,6,6,Brenda,cartão_debito,15.0
614.297.038-22,19:14,28/07/2023,Alcatra,45.7,6,1,Maria Luiza,pix,274.2
254.193.867-55,22:38,20/07/2023,Morango,7.5,8,13,Brenda,dinheiro,60.0
890.234.517-32,16:33,13/07/2023,Açúcar,25.5,10,14,Maria Luiza,cartão_debito,255.0
360.478.219-87,20:23,18/07/2023,Feijão,15.5,6,20,Maria Luiza,cartão_debito,93.0
840.617.235-53,12:43,15/07/2023,Picanha,50.4,4,6,Ana,cartão_credito,201.6
